Timestamp;Te_Amb;Te_Amb_21h;Te_WE_VL1;Te_WE_RL;Te_VL2_Act;Te_VL3_Act;Te_KO_HG;Te_KO_AS;Te_KO_SG;Te_KO_KS;Te_KO_VD_2;Te_KO_VD_p;Te_KO_Ko;Te_WW1_Ob;Te_WW1_Un;Te_WW2_Ob;Te_WW2_Un;Te_HK1_Ra;Te_HK1_VL;Te_HK2_Ra;Te_HK2_VL;Te_HK3_Ra;Te_HK3_VL;Te_HK4_Ra;Te_HK4_VL;Te_HK5_Ra;Te_HK5_VL;Te_HK6_Ra;Te_HK6_VL;Te_PO_Po;Te_SO1_Ko;Te_SO1_Ob;Te_SO2_Ko;Te_SO2_Ob;Te_SO3_Ko;Te_SO3_Ob;KO_Status;WW1_Status;WW2_Status;PO1_Status;HK1_HeatSt;HK2_HeatSt;HK3_HeatSt;HK4_HeatSt;HK5_HeatSt;HK6_HeatSt;KK1_CoolSt;KK2_CoolSt;KK3_CoolSt;KK4_CoolSt;KK5_CoolSt;KK6_CoolSt;WE_Stu1_St;WE_Stu2_St;WE_Stu3_St;WE_Stu4_St;WE_Stu5_St;HB_Out01;HB_Out02;HB_Out03;HB_Out04;HB_Out05;HB_Out06;HB_Out07;HB_Out08;HB_Out09;HB_Out10;HB_Out11;HB_Out12;HB_Out13;HB_Out14;HB_Out15;HB_Out16;HB_Out17;HB_Out18;HB_Out19;HB_Out20;HB_Out21;HB_Out22;HB_Out23;HB_Out24;HB_Out25;HB_Out26;HB_Out27;HB_Out28;HB_Out29;HB_Out30;HB_Out31;AT_VerEisG;AT_KalVal;AT_Status;AL_MaxTeHG;AL_MaxTeVD;AL_HP;AL_LP;AL_TH;AL_SHKette;AL_I07_1;AL_I07_2;AL_I07_3;AL_I07_4;AL_I07_5;AL_I07_6;AL_WE_Stu2;AL_WE_Stu3;AL_WE_Stu4;AL_WE_Stu5;AL_WMZ;AL_KoFrost;Hour_WE_S1;Hour_WE_S2;Hour_WE_S3;Hour_WE_S4;Hour_WE_S5;WE_Einsch;DI_TarifSt;SK_BasisW2;SH_BasisW2;SM_OefWert;WMZ_actn;WMZ_kWh;GF_FlowV;FA_Spe_Act;
2021-11-30 20:24:00;2.6;;37.7;32.6;;;61.4;---;-3.7;31.4;;;15.2;---;---;;;22.9;33.7;12.9;19.5;22.9;31.3;---;---;;;;;---;---;139.2;;;;;18;0;;;1;0;0;0;0;;0;0;0;0;0;;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;;;;;;;;;53695;;;
2021-11-30 20:24:15;2.8;0.7;37.7;32.5;34.0;34.0;60.7;---;-4.0;31.4;---;-3.0;15.0;---;---;---;---;22.7;33.8;12.9;19.6;22.7;31.3;---;---;---;---;---;---;---;---;139.2;---;34.0;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;75.00;71.00;14260;53695;39.3;100;
2021-11-30 20:24:30;2.6;0.7;37.6;32.5;34.0;34.0;60.0;---;-4.0;31.3;---;-3.2;14.3;---;---;---;---;22.9;33.8;12.9;19.6;22.9;31.3;---;---;---;---;---;---;---;---;139.2;---;34.0;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;75.00;68.00;13986;53695;39.3;100;
2021-11-30 20:24:45;2.6;0.7;37.6;32.8;34.1;34.1;59.6;---;-4.0;31.4;---;-3.2;13.9;---;---;---;---;22.7;33.8;12.9;19.5;22.7;31.4;---;---;---;---;---;---;---;---;139.2;---;34.0;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;75.00;68.00;13163;53695;40.0;100;
2021-11-30 20:25:00;2.8;0.7;37.6;32.5;34.1;34.1;59.2;---;-4.0;31.4;---;-3.2;13.4;---;---;---;---;22.7;33.9;12.9;19.6;22.7;31.4;---;---;---;---;---;---;---;---;139.2;---;34.1;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;75.00;68.00;13986;53695;39.3;100;
2021-11-30 20:25:15;2.6;0.7;37.6;32.8;34.2;34.2;58.9;---;-3.9;31.4;---;-3.4;13.0;---;---;---;---;22.9;33.9;12.9;19.6;22.9;31.4;---;---;---;---;---;---;---;---;139.2;---;34.2;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;73.00;69.00;13163;53695;39.3;100;
2021-11-30 20:25:30;2.8;0.7;37.7;32.9;34.2;34.2;59.0;---;-3.9;31.5;---;-3.5;12.7;---;---;---;---;22.7;34.0;12.9;19.6;22.7;31.4;---;---;---;---;---;---;---;---;139.2;---;34.2;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;73.00;69.00;12988;53695;39.3;100;
2021-11-30 20:25:45;2.6;0.7;37.7;32.5;34.2;34.2;59.5;---;-3.9;31.4;---;-3.6;12.4;---;---;---;---;22.9;34.0;12.9;19.5;22.9;31.4;---;---;---;---;---;---;---;---;139.2;---;34.2;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;73.00;69.00;14260;53695;39.3;100;
2021-11-30 20:26:00;2.6;0.7;37.3;32.5;34.2;34.2;59.7;---;-4.0;31.4;---;-3.7;12.2;---;---;---;---;22.7;34.0;12.9;19.6;22.7;31.4;---;---;---;---;---;---;---;---;139.2;---;34.2;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;73.00;66.00;13438;53695;39.3;100;
2021-11-30 20:26:15;2.6;0.7;37.6;32.8;34.2;34.2;60.4;---;-3.9;31.5;---;-3.8;12.1;---;---;---;---;22.7;34.0;12.9;19.5;22.7;31.4;---;---;---;---;---;---;---;---;139.2;---;34.2;---;---;18;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4086;0;0;0;0;4528;0;100.00;73.00;69.00;13264;53695;39.6;100;
